date,price
2015-11-01,6356.100098
2015-12-01,6242.299805
2016-01-01,6083.799805
2016-02-01,6097.100098
2016-03-01,6174.899902
2016-03-31,6241.899902
2016-04-30,6230.799805
2016-05-31,6504.299805
2016-06-30,6724.399902
2016-07-31,6781.5
2016-08-31,6899.299805
2016-09-30,6954.200195
2016-11-01,6783.799805
2016-12-01,7142.799805
2017-01-01,7099.200195
2017-02-01,7263.399902
2017-03-01,7322.899902
2017-03-31,7203.899902
2017-04-30,7520
2017-05-31,7312.700195
2017-06-30,7372
2017-07-31,7430.600098
2017-08-31,7377.600098
2017-09-08,7377.600098
